"Row","REQ_OPEN_DATE_ID_SK","ANALYST_INIT_CONTACT_ID_SK","REQ_TYPE_DESC","REQ_CONFIG_ITEM_NAME","INIT_USER_GROUP","REQ_PRIORITY_SYM_DESC","REQ_IMPACT_SYM_DESC","REQ_CATEGORY_NAME","LOCATION_NAME","END_USER_CONTACT_ID_SK","ELAPSED_DAYS"
"100","20230416","106026","Incident","BI.Industrial.Production","SERVICES SYSTEM ACCOUNTS","2-Medium","2-Medium","Applications.Outdated Data","Saudi Arabia.DAMMAM","124305","17"
"101","20220816","106026","Incident","BI.Supply Chain.Inventories","SERVICES SYSTEM ACCOUNTS","2-Medium","2-Medium","Appls.Data incident","United States.Bay City","136404","30"
"102","20220816","106026","Incident","BI.Industrial.Production","SERVICES SYSTEM ACCOUNTS","2-Medium","2-Medium","Appls.Data incident","Mexico.Veracruz","141276","51"
"103","20220907","106026","Incident","BI.Industrial.Production","SERVICES SYSTEM ACCOUNTS","1-High","2-Medium","Applications.Request for information","Mexico.Veracruz","36603","8"
"104","20220712","106026","Request","BI.Industrial.Industrial_Maintenance","SERVICES SYSTEM ACCOUNTS","3-Low","3-Low","Appls.Report Publish & Certificate","Mexico.Veracruz","177538","20"
"105","20220809","106026","Incident","BI.Human Resources.Human Resources KPIs","SERVICES SYSTEM ACCOUNTS","2-Medium","2-Medium","Appls.Data incident","Argentina.Sede","153034","13"
"106","20220913","106026","Request","BI.Industrial.Industrial_Performance","SERVICES SYSTEM ACCOUNTS","3-Low","3-Low","Applications.Request for information","Argentina.Campana","101884","3"
"107","20220712","106026","Request","BI.Industrial.Industrial_Performance","SERVICES SYSTEM ACCOUNTS","1-High","2-Medium","Appls.Process Request","Mexico.Veracruz","100807","1"
"108","20220712","106026","Incident","BI.Industrial.Industrial_Performance","SERVICES SYSTEM ACCOUNTS","2-Medium","2-Medium","Appls.Data incident","Mexico.Ver. D.Varillas","5360","16"
"109","20220909","106026","Request","BI.Industrial.Industrial_Performance","SERVICES SYSTEM ACCOUNTS","1-High","2-Medium","Appls.Process Request","Mexico.Veracruz","100807","6"
"110","20220727","106026","Incident","BI.Human Resources.Human Resources KPIs","SERVICES SYSTEM ACCOUNTS","1-High","2-Medium","Appls.Erroneous behaviour","Argentina.Sede","157879","0"
"111","20220727","106026","Incident","BI.Human Resources.Human Resources KPIs","SERVICES SYSTEM ACCOUNTS","1-High","2-Medium","Appls.Erroneous behaviour","Argentina.Sede","157879","0"
"112","20221027","106026","Incident","BI.Industrial.Production","SERVICES SYSTEM ACCOUNTS","1-High","2-Medium","Appls.Erroneous behaviour","Argentina.Campana","153494","55"
"113","20221018","106026","Request","BI.Industrial.Engineering","SERVICES SYSTEM ACCOUNTS","1-High","2-Medium","Appls.Access & Privileges","Argentina.Sede","173339","0"
"114","20221018","106026","Request","BI.Industrial.Engineering","SERVICES SYSTEM ACCOUNTS","1-High","2-Medium","Appls.Access & Privileges","Argentina.Sede","173339","0"
"115","20221010","106026","Incident","BI.Industrial.Industrial_Performance","SERVICES SYSTEM ACCOUNTS","2-Medium","2-Medium","Appls.Outdated Data","Romania.Calarasi","180685","10"
"116","20221003","106026","Request","BI.Supply Chain.Inventories","SERVICES SYSTEM ACCOUNTS","1-High","2-Medium","Appls.Access & Privileges","Uruguay.Montevideo","181538","99"
"117","20210920","106026","Request","BI.Industrial.Industrial_Maintenance","SERVICES SYSTEM ACCOUNTS","2-Medium","2-Medium","Appls.Others","Argentina.Campana","11261","126"
"118","20210915","106026","Request","BI.BI & Analytics Tools.Business Control Panel (BCP)","SERVICES SYSTEM ACCOUNTS","1-High","2-Medium","Appls.Access & Privileges","Italy.DALMINE Sede","56881","2"
"119","20210923","106026","Request","BI.Industrial.Industrial_Performance","SERVICES SYSTEM ACCOUNTS","1-High","2-Medium","Applications.Request for information","United States.Koppel","36539","1"
"120","20210925","106026","Request","BI.Industrial.Industrial_Maintenance","SERVICES SYSTEM ACCOUNTS","2-Medium","2-Medium","Appls.Others","Argentina.Campana","11261","37"
"121","20210923","106026","Incident","BI.Industrial.Internal Quality","SERVICES SYSTEM ACCOUNTS","2-Medium","2-Medium","Applications.Behaviour.Failure","Argentina.Valentin Alsina","41216","36"
"122","20211019","106026","Incident","BI.Industrial.Industrial_Performance","SERVICES SYSTEM ACCOUNTS","1-High","2-Medium","Appls.Data incident","Argentina.Campana","127480","24"
"123","20211019","106026","Incident","BI.Industrial.Industrial_Performance","SERVICES SYSTEM ACCOUNTS","2-Medium","2-Medium","Appls.Outdated Data","United States.Koppel","36539","8"
"124","20211117","106026","Incident","BI.BI & Analytics Tools.Business Control Panel (BCP)","SERVICES SYSTEM ACCOUNTS","2-Medium","2-Medium","Appls.Data incident","Uruguay.Montevideo","27145","82"
"125","20211001","106026","Incident","BI.Supply Chain.Inventories","SERVICES SYSTEM ACCOUNTS","2-Medium","2-Medium","Appls.Outdated Data","Argentina.Sede","109229","41"
"126","20220405","106026","Request","BI.BI & Analytics Tools.Business Control Panel (BCP)","SERVICES SYSTEM ACCOUNTS","2-Medium","2-Medium","Appls.Request for Information","Uruguay.Montevideo","27145","22"
"127","20220609","106026","Incident","BI.Industrial.Production","SERVICES SYSTEM ACCOUNTS","2-Medium","2-Medium","Appls.Erroneous behaviour","Uruguay.Montevideo","107332","14"
"128","20220405","106026","Incident","BI.Industrial.Industrial_Performance","SERVICES SYSTEM ACCOUNTS","1-High","2-Medium","Appls.Data incident","Canada.Sault St. Marie","93760","21"
"129","20220412","106026","Incident","BI.Industrial.Industrial_Performance","SERVICES SYSTEM ACCOUNTS","2-Medium","2-Medium","Appls.Data incident","Mexico.Veracruz","169201","79"
"130","20220613","106026","Incident","BI.Industrial.Production","SERVICES SYSTEM ACCOUNTS","2-Medium","2-Medium","Appls.Data incident","Saudi Arabia.DAMMAM","156158","14"
"131","20220405","106026","Request","BI.BI & Analytics Tools.Business Control Panel (BCP)","SERVICES SYSTEM ACCOUNTS","2-Medium","2-Medium","Appls.Request for Information","Uruguay.Montevideo","27145","22"
"132","20220412","106026","Request","BI.BI & Analytics Tools.Business Control Panel (BCP)","SERVICES SYSTEM ACCOUNTS","2-Medium","2-Medium","Appls.Access & Privileges","United States.NA Headquarters","158731","0"
"133","20230731","106026","Incident","BI.Industrial.Industrial_Performance","SERVICES SYSTEM ACCOUNTS","1-High","2-Medium","Applications.Data incident","Colombia.Cartagena","179906","10"
"134","20230829","106026","Request","BI.Industrial.Production","SERVICES SYSTEM ACCOUNTS","3-Low","3-Low","Applications.Access & Privileges","Saudi Arabia.DAMMAM","187713","10"
"135","20231027","106026","Incident","BI.Data services.Global Planning Layer (GPL) and follow up (FUT)","SERVICES SYSTEM ACCOUNTS","0-Critical","1-High","Applications.Data.Failure","Argentina.Sede","81413","10"
"136","20210819","106026","Incident","BI.Industrial.Industrial_Performance","SERVICES SYSTEM ACCOUNTS","1-High","2-Medium","Appls.Performance","Saudi Arabia.DAMMAM","154948","7"
"137","20210831","106026","Incident","BI.Industrial.Industrial_Maintenance","SERVICES SYSTEM ACCOUNTS","2-Medium","2-Medium","Appls.Erroneous behaviour","Argentina.Campana","11261","2"
"138","20220624","106026","Incident","BI.BI & Analytics Tools.Business Control Panel (BCP)","SERVICES SYSTEM ACCOUNTS","2-Medium","2-Medium","Appls.Data incident","Uruguay.Montevideo","156195","91"
"139","20220615","106026","Incident","BI.Supply Chain.Inventories","SERVICES SYSTEM ACCOUNTS","2-Medium","2-Medium","Applications.Data Quality.integration","Uruguay.Montevideo","132922","34"
"140","20220412","106026","Incident","BI.Industrial.Industrial_Performance","SERVICES SYSTEM ACCOUNTS","2-Medium","2-Medium","Appls.Data incident","Mexico.Veracruz","77454","93"
"141","20220412","106026","Incident","BI.Industrial.Industrial_Performance","SERVICES SYSTEM ACCOUNTS","2-Medium","2-Medium","Appls.Data incident","Colombia.Cartagena","174801","93"
"142","20220405","106026","Incident","BI.Industrial.Production","SERVICES SYSTEM ACCOUNTS","1-High","2-Medium","Appls.Data incident","Mexico.Veracruz","141276","23"
"143","20230612","106026","Request","BI.Industrial.Internal Quality","SERVICES SYSTEM ACCOUNTS","1-High","2-Medium","Applications.Access & Privileges","Mexico.Veracruz","172168","1"
"144","20230626","106026","Incident","BI.Industrial.Industrial_Performance","SERVICES SYSTEM ACCOUNTS","2-Medium","2-Medium","Applications.Data.Failure","Colombia.Cartagena","179906","11"
"145","20230622","106026","Request","BI.Industrial.Industrial_Performance","SERVICES SYSTEM ACCOUNTS","2-Medium","2-Medium","Applications.Data.Reprocess","Argentina.Campana","152054","29"
"146","20220719","106026","Incident","BI.Industrial.Production Orders","SERVICES SYSTEM ACCOUNTS","1-High","2-Medium","Appls.Erroneous behaviour","Mexico.Veracruz","33610","3"
"147","20220719","106026","Request","BI.Industrial.Production","SERVICES SYSTEM ACCOUNTS","3-Low","3-Low","Appls.Request for Information","Mexico.Veracruz","33610","3"
"148","20220726","106026","Incident","BI.Supply Chain.Inventories","SERVICES SYSTEM ACCOUNTS","2-Medium","2-Medium","Appls.Data incident","Uruguay.Montevideo","147392","28"
"149","20220701","106026","Incident","BI.Human Resources.Human Resources KPIs","SERVICES SYSTEM ACCOUNTS","2-Medium","2-Medium","Appls.Data incident","Argentina.Sede","153034","52"
"150","20220616","106026","Incident","BI.BI & Analytics Tools.Business Control Panel (BCP)","SERVICES SYSTEM ACCOUNTS","1-High","2-Medium","Appls.Erroneous behaviour","Uruguay.Montevideo","27145","12"
"151","20220616","106026","Incident","BI.BI & Analytics Tools.Business Control Panel (BCP)","SERVICES SYSTEM ACCOUNTS","1-High","2-Medium","Appls.Erroneous behaviour","Uruguay.Montevideo","27145","12"
