ANALYST_INIT_CONTACT_ID_SK,REQ_TYPE_DESC,INIT_USER_GROUP,REQ_PRIORITY_SYM_DESC,REQ_IMPACT_SYM_DESC,REQ_CATEGORY_NAME,LOCATION_NAME,END_USER_CONTACT_ID_SK,ELAPSED_DAYS,DATA_MODEL,COUNTRY,OPEN_DATE,WEEK_DAY,DAYS_RANGE
106026,Incident,SERVICES SYSTEM ACCOUNTS,2-Medium,2-Medium,Applications.Behaviour.Failure,Argentina.Valentin Alsina,41216,36,,Argentina,121,Jueves,16<
106026,Incident,SERVICES SYSTEM ACCOUNTS,1-High,2-Medium,Appls.Data incident,Argentina.Campana,127480,24,Industrial Performance,Argentina,122,Martes,16<
106026,Incident,SERVICES SYSTEM ACCOUNTS,2-Medium,2-Medium,Appls.Outdated Data,United States.Koppel,36539,8,Industrial Performance,United States,123,Martes,6-15
106026,Incident,SERVICES SYSTEM ACCOUNTS,2-Medium,2-Medium,Appls.Data incident,Uruguay.Montevideo,27145,82,Business Control Panel,Uruguay,124,Miércoles,16<
106026,Incident,SERVICES SYSTEM ACCOUNTS,2-Medium,2-Medium,Appls.Outdated Data,Argentina.Sede,109229,41,Supply Chain Inventories,Argentina,125,Viernes,16<
106026,Request,SERVICES SYSTEM ACCOUNTS,2-Medium,2-Medium,Appls.Request for Information,Uruguay.Montevideo,27145,22,Business Control Panel,Uruguay,126,Martes,16<
106026,Incident,SERVICES SYSTEM ACCOUNTS,2-Medium,2-Medium,Appls.Erroneous behaviour,Uruguay.Montevideo,107332,14,Industrial Production,Uruguay,127,Jueves,6-15
106026,Incident,SERVICES SYSTEM ACCOUNTS,1-High,2-Medium,Appls.Data incident,Canada.Sault St. Marie,93760,21,Industrial Performance,Canada,128,Martes,16<
106026,Incident,SERVICES SYSTEM ACCOUNTS,2-Medium,2-Medium,Appls.Data incident,Mexico.Veracruz,169201,79,Industrial Performance,México,129,Martes,16<
106026,Incident,SERVICES SYSTEM ACCOUNTS,2-Medium,2-Medium,Appls.Data incident,Saudi Arabia.DAMMAM,156158,14,Industrial Production,Arabia Saudita,130,Lunes,6-15
106026,Request,SERVICES SYSTEM ACCOUNTS,2-Medium,2-Medium,Appls.Request for Information,Uruguay.Montevideo,27145,22,Business Control Panel,Uruguay,131,Martes,16<
106026,Request,SERVICES SYSTEM ACCOUNTS,2-Medium,2-Medium,Appls.Access & Privileges,United States.NA Headquarters,158731,0,Business Control Panel,United States,132,Martes,<5
106026,Incident,SERVICES SYSTEM ACCOUNTS,1-High,2-Medium,Applications.Data incident,Colombia.Cartagena,179906,10,Industrial Performance,Colombia,133,Lunes,6-15
106026,Request,SERVICES SYSTEM ACCOUNTS,3-Low,3-Low,Applications.Access & Privileges,Saudi Arabia.DAMMAM,187713,10,Industrial Production,Arabia Saudita,134,Martes,6-15
106026,Incident,SERVICES SYSTEM ACCOUNTS,0-Critical,1-High,Applications.Data.Failure,Argentina.Sede,81413,10,Global Planning Layer,Argentina,135,Viernes,6-15
106026,Incident,SERVICES SYSTEM ACCOUNTS,1-High,2-Medium,Appls.Performance,Saudi Arabia.DAMMAM,154948,7,Industrial Performance,Arabia Saudita,136,Jueves,6-15
106026,Incident,SERVICES SYSTEM ACCOUNTS,2-Medium,2-Medium,Appls.Erroneous behaviour,Argentina.Campana,11261,2,Industrial Maintenance,Argentina,137,Martes,<5
106026,Incident,SERVICES SYSTEM ACCOUNTS,2-Medium,2-Medium,Appls.Data incident,Uruguay.Montevideo,156195,91,Business Control Panel,Uruguay,138,Viernes,16<
106026,Incident,SERVICES SYSTEM ACCOUNTS,2-Medium,2-Medium,Applications.Data Quality.integration,Uruguay.Montevideo,132922,34,Supply Chain Inventories,Uruguay,139,Miércoles,16<
106026,Incident,SERVICES SYSTEM ACCOUNTS,2-Medium,2-Medium,Appls.Data incident,Mexico.Veracruz,77454,93,Industrial Performance,México,140,Martes,16<
106026,Incident,SERVICES SYSTEM ACCOUNTS,2-Medium,2-Medium,Appls.Data incident,Colombia.Cartagena,174801,93,Industrial Performance,Colombia,141,Martes,16<
106026,Incident,SERVICES SYSTEM ACCOUNTS,1-High,2-Medium,Appls.Data incident,Mexico.Veracruz,141276,23,Industrial Production,México,142,Martes,16<
106026,Request,SERVICES SYSTEM ACCOUNTS,1-High,2-Medium,Applications.Access & Privileges,Mexico.Veracruz,172168,1,,México,143,Lunes,<5
106026,Incident,SERVICES SYSTEM ACCOUNTS,2-Medium,2-Medium,Applications.Data.Failure,Colombia.Cartagena,179906,11,Industrial Performance,Colombia,144,Lunes,6-15
106026,Request,SERVICES SYSTEM ACCOUNTS,2-Medium,2-Medium,Applications.Data.Reprocess,Argentina.Campana,152054,29,Industrial Performance,Argentina,145,Jueves,16<
106026,Incident,SERVICES SYSTEM ACCOUNTS,1-High,2-Medium,Appls.Erroneous behaviour,Mexico.Veracruz,33610,3,Industrial Production Orders,México,146,Martes,<5
106026,Request,SERVICES SYSTEM ACCOUNTS,3-Low,3-Low,Appls.Request for Information,Mexico.Veracruz,33610,3,Industrial Production,México,147,Martes,<5
106026,Incident,SERVICES SYSTEM ACCOUNTS,2-Medium,2-Medium,Appls.Data incident,Uruguay.Montevideo,147392,28,Supply Chain Inventories,Uruguay,148,Martes,16<
106026,Incident,SERVICES SYSTEM ACCOUNTS,2-Medium,2-Medium,Appls.Data incident,Argentina.Sede,153034,52,Human Resources KPIs,Argentina,149,Viernes,16<
106026,Incident,SERVICES SYSTEM ACCOUNTS,1-High,2-Medium,Appls.Erroneous behaviour,Uruguay.Montevideo,27145,12,Business Control Panel,Uruguay,150,Jueves,6-15
106026,Incident,SERVICES SYSTEM ACCOUNTS,1-High,2-Medium,Appls.Erroneous behaviour,Uruguay.Montevideo,27145,12,Business Control Panel,Uruguay,151,Jueves,6-15
106026,Request,SERVICES SYSTEM ACCOUNTS,3-Low,3-Low,Applications.Data.Reprocess,Ecuador.Quito,187698,0,Industrial Production,Ecuador,152,Miércoles,<5
106026,Request,SERVICES SYSTEM ACCOUNTS,3-Low,3-Low,Applications.Access & Privileges,Indonesia.Other Batam,97718,3,Industrial Performance,Indonesia,153,Martes,<5
106026,Request,SERVICES SYSTEM ACCOUNTS,1-High,2-Medium,Applications.Access & Privileges,United States.Ambridge,190132,3,Industrial Production,United States,154,Martes,<5
